"Anno";"Comune";"Provincia";"Arrivi";
"2008";"Oderzo";"TREVISO";17,732;
"2008";"Ormelle";"TREVISO";;
"2008";"Orsago";"TREVISO";754;
"2008";"Paderno del Grappa";"TREVISO";2,767;
"2008";"Paese";"TREVISO";5,882;
"2008";"Pederobba";"TREVISO";80;
"2008";"Pieve di Soligo";"TREVISO";8,824;
"2008";"Ponte di Piave";"TREVISO";12,184;
"2008";"Ponzano Veneto";"TREVISO";9,780;
"2008";"Portobuffole'";"TREVISO";5,213;
"2008";"Possagno";"TREVISO";540;
"2008";"Povegliano";"TREVISO";;
"2008";"Preganziol";"TREVISO";41,461;
"2008";"Quinto di Treviso";"TREVISO";2,841;
"2008";"Refrontolo";"TREVISO";170;
"2008";"Resana";"TREVISO";1,439;
"2008";"Revine Lago";"TREVISO";2,615;
"2008";"Riese Pio X";"TREVISO";;
"2008";"Roncade";"TREVISO";3,499;
"2008";"Salgareda";"TREVISO";2,757;
"2008";"San Biagio di Callalta";"TREVISO";2,536;
"2008";"San Fior";"TREVISO";;
"2008";"San Pietro di Feletto";"TREVISO";736;
"2008";"San Polo di Piave";"TREVISO";;
"2008";"Santa Lucia di Piave";"TREVISO";;
"2008";"San Vendemiano";"TREVISO";6,267;
"2008";"San Zenone degli Ezzelini";"TREVISO";1,634;
"2008";"Sarmede";"TREVISO";214;
"2008";"Sernaglia della Battaglia";"TREVISO";;
"2008";"Silea";"TREVISO";18,912;
"2008";"Spresiano";"TREVISO";11,222;
"2008";"Susegana";"TREVISO";9,746;
"2008";"Tarzo";"TREVISO";873;
"2008";"Trevignano";"TREVISO";361;
"2008";"Treviso";"TREVISO";110,717;
"2008";"Valdobbiadene";"TREVISO";11,134;
"2008";"Vazzola";"TREVISO";;
"2008";"Vedelago";"TREVISO";6,035;
"2008";"Vidor";"TREVISO";22;
"2008";"Villorba";"TREVISO";21,556;
"2008";"Vittorio Veneto";"TREVISO";14,252;
"2008";"Volpago del Montello";"TREVISO";1,563;
"2008";"Zero Branco";"TREVISO";847;
"2008";"Campagna Lupia";"VENEZIA";7,062;
"2008";"Camponogara";"VENEZIA";236;
"2008";"Caorle";"VENEZIA";579,815;
"2008";"Cavarzere";"VENEZIA";1,930;
"2008";"Ceggia";"VENEZIA";;
"2008";"Chioggia";"VENEZIA";258,523;
"2008";"Cona";"VENEZIA";;
"2008";"Concordia Sagittaria";"VENEZIA";2,905;
"2008";"Dolo";"VENEZIA";12,586;
"2008";"Eraclea";"VENEZIA";64,984;
"2008";"Fiesso d'Artico";"VENEZIA";7,295;
"2008";"Fossalta di Piave";"VENEZIA";;
"2008";"Fossalta di Portogruaro";"VENEZIA";869;
"2008";"Fosso'";"VENEZIA";1,712;
"2008";"Gruaro";"VENEZIA";;
"2008";"Iesolo";"VENEZIA";1,117,601;
"2008";"Marcon";"VENEZIA";53,702;
"2008";"Martellago";"VENEZIA";1,508;
"2008";"Meolo";"VENEZIA";5,722;
"2008";"Mira";"VENEZIA";63,580;
"2008";"Mirano";"VENEZIA";26,895;
"2008";"Musile di Piave";"VENEZIA";1,010;
"2008";"Noale";"VENEZIA";16,692;
"2008";"Noventa di Piave";"VENEZIA";44,487;
"2008";"Pianiga";"VENEZIA";19,244;
"2008";"Portogruaro";"VENEZIA";16,435;
"2008";"Quarto d'Altino";"VENEZIA";90,269;
"2008";"Salzano";"VENEZIA";914;
"2008";"San Dona' di Piave";"VENEZIA";32,027;
"2008";"San Michele al Tagliamento";"VENEZIA";696,282;
"2008";"Santa Maria di Sala";"VENEZIA";1,989;
"2008";"Santo Stino di Livenza";"VENEZIA";4,794;
"2008";"Scorze'";"VENEZIA";7,187;
"2008";"Spinea";"VENEZIA";2,624;
"2008";"Stra";"VENEZIA";39,876;
"2008";"Teglio Veneto";"VENEZIA";;
"2008";"Torre di Mosto";"VENEZIA";109;
"2008";"Venezia";"VENEZIA";3,433,775;
"2008";"Vigonovo";"VENEZIA";119;
"2008";"Cavallino-Treporti";"VENEZIA";663,768;
"2008";"Abano Terme";"PADOVA";337,195;
"2008";"Albignasego";"PADOVA";5,925;
"2008";"Arqua' Petrarca";"PADOVA";928;
"2008";"Arzergrande";"PADOVA";;
"2008";"Baone";"PADOVA";124;
"2008";"Battaglia Terme";"PADOVA";1,313;
"2008";"Boara Pisani";"PADOVA";;
"2008";"Borgoricco";"PADOVA";707;
"2008";"Bovolenta";"PADOVA";;
"2008";"Brugine";"PADOVA";10;
"2008";"Cadoneghe";"PADOVA";1,173;
"2008";"Campodarsego";"PADOVA";;
"2008";"Campodoro";"PADOVA";;
"2008";"Camposampiero";"PADOVA";23,381;
"2008";"Carmignano di Brenta";"PADOVA";1,862;
"2008";"Casale di Scodosia";"PADOVA";;
"2008";"Cinto Euganeo";"PADOVA";164;
"2008";"Cittadella";"PADOVA";32,534;
"2008";"Codevigo";"PADOVA";1,524;
"2008";"Conselve";"PADOVA";22,246;
"2008";"Correzzola";"PADOVA";232;
"2008";"Curtarolo";"PADOVA";1,524;
"2008";"Este";"PADOVA";5,544;
"2008";"Fontaniva";"PADOVA";323;
"2008";"Galzignano Terme";"PADOVA";18,794;
"2008";"Gazzo";"PADOVA";;
"2008";"Granze";"PADOVA";;
"2008";"Legnaro";"PADOVA";1,632;
"2008";"Limena";"PADOVA";6,853;
"2008";"Loreggia";"PADOVA";3,525;
"2008";"Masera' di Padova";"PADOVA";;
"2008";"Masi";"PADOVA";;
"2008";"Massanzago";"PADOVA";3,985;
"2008";"Megliadino San Vitale";"PADOVA";;
"2008";"Mestrino";"PADOVA";1,869;
"2008";"Monselice";"PADOVA";14,811;
"2008";"Montagnana";"PADOVA";6,369;
"2008";"Montegrotto Terme";"PADOVA";217,035;
"2008";"Noventa Padovana";"PADOVA";5,042;
"2008";"Ospedaletto Euganeo";"PADOVA";;
"2008";"Padova";"PADOVA";460,441;
"2008";"Piazzola sul Brenta";"PADOVA";523;
"2008";"Piombino Dese";"PADOVA";32;
"2008";"Piove di Sacco";"PADOVA";20,585;
"2008";"Polverara";"PADOVA";;
"2008";"Ponso";"PADOVA";;
"2008";"Pontelongo";"PADOVA";;
"2008";"Ponte San Nicolo'";"PADOVA";;
"2008";"Rovolon";"PADOVA";611;
"2008";"Rubano";"PADOVA";15,152;
"2008";"San Giorgio in Bosco";"PADOVA";;
"2008";"San Martino di Lupari";"PADOVA";2,424;
"2008";"San Pietro in Gu";"PADOVA";;
"2008";"San Pietro Viminario";"PADOVA";98;
"2008";"Santa Giustina in Colle";"PADOVA";;
"2008";"Sant'Elena";"PADOVA";297;
"2008";"Selvazzano Dentro";"PADOVA";12,969;
"2008";"Stanghella";"PADOVA";4,277;
"2008";"Teolo";"PADOVA";9,923;
"2008";"Torreglia";"PADOVA";2,376;
"2008";"Trebaseleghe";"PADOVA";1,589;
"2008";"Tribano";"PADOVA";65;
"2008";"Urbana";"PADOVA";227;
"2008";"Veggiano";"PADOVA";52;
"2008";"Vescovana";"PADOVA";;
"2008";"Vigonza";"PADOVA";13,067;
"2008";"Villa del Conte";"PADOVA";1,937;
"2008";"Villafranca Padovana";"PADOVA";1,822;
"2008";"Vo";"PADOVA";250;
"2008";"Due Carrare";"PADOVA";164;
"2008";"Adria";"ROVIGO";3,572;
"2008";"Ariano nel Polesine";"ROVIGO";1,581;
"2008";"Arqua' Polesine";"ROVIGO";1,746;
"2008";"Badia Polesine";"ROVIGO";2,966;
"2008";"Bagnolo di Po";"ROVIGO";;
"2008";"Bergantino";"ROVIGO";925;
"2008";"Bosaro";"ROVIGO";;
"2008";"Canaro";"ROVIGO";7,926;
"2008";"Castelmassa";"ROVIGO";;
"2008";"Castelnovo Bariano";"ROVIGO";;
"2008";"Crespino";"ROVIGO";358;
"2008";"Ficarolo";"ROVIGO";;
"2008";"Fiesso Umbertiano";"ROVIGO";;
"2008";"Frassinelle Polesine";"ROVIGO";;
"2008";"Fratta Polesine";"ROVIGO";251;
"2008";"Gavello";"ROVIGO";;
"2008";"Lendinara";"ROVIGO";239;
"2008";"Loreo";"ROVIGO";972;
"2008";"Melara";"ROVIGO";387;
"2008";"Occhiobello";"ROVIGO";31,128;
"2008";"Papozze";"ROVIGO";;
"2008";"Polesella";"ROVIGO";6,977;
"2008";"Porto Tolle";"ROVIGO";15,901;
"2008";"Rosolina";"ROVIGO";151,854;
"2008";"Rovigo";"ROVIGO";43,638;
"2008";"San Martino di Venezze";"ROVIGO";1,077;
"2008";"Stienta";"ROVIGO";;
"2008";"Taglio di Po";"ROVIGO";9,403;
"2008";"Trecenta";"ROVIGO";627;
"2008";"Villadose";"ROVIGO";;
"2008";"Porto Viro";"ROVIGO";3,032;
"2009";"Affi";"VERONA";36,173;
"2009";"Albaredo d'Adige";"VERONA";23;
"2009";"Arcole";"VERONA";27;
"2009";"Badia Calavena";"VERONA";125;
"2009";"Bardolino";"VERONA";335,017;
"2009";"Bevilacqua";"VERONA";;
"2009";"Bonavigo";"VERONA";;
"2009";"Bosco Chiesanuova";"VERONA";22,346;
"2009";"Bovolone";"VERONA";2,902;
"2009";"Brentino Belluno";"VERONA";1,484;
"2009";"Brenzone";"VERONA";67,345;
"2009";"Bussolengo";"VERONA";92,329;
"2009";"Buttapietra";"VERONA";1,262;
"2009";"Caldiero";"VERONA";5,555;
"2009";"Caprino Veronese";"VERONA";10,128;
"2009";"Casaleone";"VERONA";;
"2009";"Castel d'Azzano";"VERONA";;
"2009";"Castelnuovo del Garda";"VERONA";242,348;
"2009";"Cavaion Veronese";"VERONA";15,890;
"2009";"Cazzano di Tramigna";"VERONA";44;
"2009";"Cerea";"VERONA";1,699;
"2009";"Cerro Veronese";"VERONA";667;
"2009";"Cologna Veneta";"VERONA";;
"2009";"Colognola ai Colli";"VERONA";236;
"2009";"Costermano";"VERONA";50,932;
"2009";"Dolce'";"VERONA";1,089;
"2009";"Erbe'";"VERONA";;
"2009";"Erbezzo";"VERONA";266;
"2009";"Ferrara di Monte Baldo";"VERONA";6,303;
"2009";"Fumane";"VERONA";2,698;
"2009";"Garda";"VERONA";168,356;
"2009";"Gazzo Veronese";"VERONA";;
"2009";"Grezzana";"VERONA";4,054;
"2009";"Illasi";"VERONA";2,736;
"2009";"Isola della Scala";"VERONA";1,086;
"2009";"Lavagno";"VERONA";88;
"2009";"Lazise";"VERONA";443,701;
"2009";"Legnago";"VERONA";13,207;
"2009";"Malcesine";"VERONA";183,022;
"2009";"Marano di Valpolicella";"VERONA";106;
"2009";"Mezzane di Sotto";"VERONA";242;
"2009";"Minerbe";"VERONA";;
"2009";"Montecchia di Crosara";"VERONA";227;
"2009";"Monteforte d'Alpone";"VERONA";43;
"2009";"Mozzecane";"VERONA";681;
"2009";"Negrar";"VERONA";25,307;
"2009";"Nogara";"VERONA";3,142;
"2009";"Nogarole Rocca";"VERONA";13,550;
"2009";"Oppeano";"VERONA";2,001;
"2009";"Palu'";"VERONA";;
"2009";"Pastrengo";"VERONA";10,151;
"2009";"Pescantina";"VERONA";14,349;
"2009";"Peschiera del Garda";"VERONA";294,298;
"2009";"Povegliano Veronese";"VERONA";458;
"2009";"Rivoli Veronese";"VERONA";1,840;
"2009";"Ronco all'Adige";"VERONA";1,385;
"2009";"Roverchiara";"VERONA";212;
"2009";"Rovere' Veronese";"VERONA";6,201;
"2009";"Salizzole";"VERONA";15;
"2009";"San Bonifacio";"VERONA";15,399;
"2009";"San Giovanni Ilarione";"VERONA";104;
"2009";"San Giovanni Lupatoto";"VERONA";32,420;
"2009";"Sanguinetto";"VERONA";;
"2009";"San Martino Buon Albergo";"VERONA";38,752;
"2009";"San Mauro di Saline";"VERONA";625;
"2009";"San Pietro di Morubio";"VERONA";;
"2009";"San Pietro in Cariano";"VERONA";17,030;
"2009";"Sant'Ambrogio di Valpolicella";"VERONA";3,437;
"2009";"Sant'Anna d'Alfaedo";"VERONA";965;
"2009";"San Zeno di Montagna";"VERONA";54,703;
"2009";"Selva di Progno";"VERONA";258;
"2009";"Soave";"VERONA";22,339;
"2009";"Sommacampagna";"VERONA";30,890;
"2009";"Sona";"VERONA";17,995;
"2009";"Sorga'";"VERONA";31;
"2009";"Torri del Benaco";"VERONA";71,934;
"2009";"Tregnago";"VERONA";1,455;
"2009";"Trevenzuolo";"VERONA";214;
"2009";"Valeggio sul Mincio";"VERONA";32,248;
"2009";"Velo Veronese";"VERONA";1,309;
"2009";"Verona";"VERONA";599,780;
"2009";"Veronella";"VERONA";;
"2009";"Vestenanova";"VERONA";389;
"2009";"Vigasio";"VERONA";15,465;
"2009";"Villa Bartolomea";"VERONA";3,405;
"2009";"Villafranca di Verona";"VERONA";125,048;
"2009";"Zevio";"VERONA";1,364;
"2009";"Agugliaro";"VICENZA";346;
"2009";"Altavilla Vicentina";"VICENZA";23,609;
"2009";"Altissimo";"VICENZA";77;
"2009";"Arcugnano";"VICENZA";6,262;
"2009";"Arsiero";"VICENZA";3,048;
"2009";"Arzignano";"VICENZA";4,112;
"2009";"Asiago";"VICENZA";48,176;
"2009";"Barbarano Vicentino";"VICENZA";1,179;
"2009";"Bassano del Grappa";"VICENZA";52,958;
"2009";"Bolzano Vicentino";"VICENZA";8,909;
"2009";"Breganze";"VICENZA";332;
"2009";"Brendola";"VICENZA";691;
"2009";"Brogliano";"VICENZA";2,434;
"2009";"Caldogno";"VICENZA";1,742;
"2009";"Camisano Vicentino";"VICENZA";221;
"2009";"Campiglia dei Berici";"VICENZA";;
"2009";"Campolongo sul Brenta";"VICENZA";1,330;
"2009";"Carre'";"VICENZA";1,230;
"2009";"Cartigliano";"VICENZA";99;
"2009";"Cassola";"VICENZA";5,077;
"2009";"Castegnero";"VICENZA";;
"2009";"Castelgomberto";"VICENZA";;
"2009";"Chiampo";"VICENZA";7,509;
"2009";"Chiuppano";"VICENZA";;
"2009";"Cismon del Grappa";"VICENZA";429;
"2009";"Cogollo del Cengio";"VICENZA";;
"2009";"Conco";"VICENZA";2,078;
"2009";"Cornedo Vicentino";"VICENZA";2,151;
"2009";"Costabissara";"VICENZA";2,548;
"2009";"Creazzo";"VICENZA";27,758;
"2009";"Crespadoro";"VICENZA";324;
"2009";"Dueville";"VICENZA";636;
"2009";"Enego";"VICENZA";1,883;
"2009";"Fara Vicentino";"VICENZA";1,311;
"2009";"Foza";"VICENZA";1,375;
"2009";"Gallio";"VICENZA";11,357;
"2009";"Gambellara";"VICENZA";;
"2009";"Gambugliano";"VICENZA";;
"2009";"Grancona";"VICENZA";204;
"2009";"Grisignano di Zocco";"VICENZA";11,348;
"2009";"Grumolo delle Abbadesse";"VICENZA";5,642;
"2009";"Isola Vicentina";"VICENZA";457;
"2009";"Lastebasse";"VICENZA";992;
"2009";"Longare";"VICENZA";1,072;
"2009";"Lonigo";"VICENZA";7,154;
"2009";"Lugo di Vicenza";"VICENZA";;
"2009";"Lusiana";"VICENZA";663;
"2009";"Malo";"VICENZA";2,555;
"2009";"Marano Vicentino";"VICENZA";1,386;
"2009";"Marostica";"VICENZA";5,699;
"2009";"Mason Vicentino";"VICENZA";1,136;
"2009";"Molvena";"VICENZA";976;
"2009";"Montebello Vicentino";"VICENZA";235;
"2009";"Montecchio Maggiore";"VICENZA";26,905;
"2009";"Monte di Malo";"VICENZA";;
"2009";"Montegalda";"VICENZA";1,170;
"2009";"Montegaldella";"VICENZA";;
"2009";"Monteviale";"VICENZA";;
"2009";"Monticello Conte Otto";"VICENZA";565;
"2009";"Montorso Vicentino";"VICENZA";;
"2009";"Mossano";"VICENZA";101;
"2009";"Mussolente";"VICENZA";1,567;
"2009";"Nogarole Vicentino";"VICENZA";;
"2009";"Nove";"VICENZA";;
"2009";"Noventa Vicentina";"VICENZA";2,580;
"2009";"Pianezze";"VICENZA";;
"2009";"Piovene Rocchette";"VICENZA";184;
"2009";"Poiana Maggiore";"VICENZA";;
"2009";"Posina";"VICENZA";1,197;
"2009";"Pove del Grappa";"VICENZA";3,014;
"2009";"Quinto Vicentino";"VICENZA";960;
"2009";"Recoaro Terme";"VICENZA";9,445;
"2009";"Roana";"VICENZA";15,959;
"2009";"Romano d'Ezzelino";"VICENZA";1,887;
"2009";"Rosa'";"VICENZA";1,383;
"2009";"Rossano Veneto";"VICENZA";;
"2009";"Rotzo";"VICENZA";108;
"2009";"Sandrigo";"VICENZA";12,655;
"2009";"San Germano dei Berici";"VICENZA";98;
"2009";"San Nazario";"VICENZA";99;
"2009";"San Pietro Mussolino";"VICENZA";;
"2009";"Santorso";"VICENZA";408;
"2009";"San Vito di Leguzzano";"VICENZA";;
"2009";"Sarcedo";"VICENZA";87;
"2009";"Sarego";"VICENZA";361;
"2009";"Schiavon";"VICENZA";;
"2009";"Schio";"VICENZA";22,253;
"2009";"Solagna";"VICENZA";3,458;
"2009";"Sossano";"VICENZA";511;
"2009";"Sovizzo";"VICENZA";493;
"2009";"Tezze sul Brenta";"VICENZA";7,938;
"2009";"Thiene";"VICENZA";6,315;
"2009";"Tonezza del Cimone";"VICENZA";8,842;
"2009";"Torrebelvicino";"VICENZA";17;
"2009";"Torri di Quartesolo";"VICENZA";5,026;
"2009";"Trissino";"VICENZA";1,058;
"2009";"Valdagno";"VICENZA";665;
"2009";"Valdastico";"VICENZA";;
"2009";"Valli del Pasubio";"VICENZA";1,822;
"2009";"Valstagna";"VICENZA";335;
"2009";"Velo d'Astico";"VICENZA";132;
"2009";"Vicenza";"VICENZA";149,457;
"2009";"Villaga";"VICENZA";622;
"2009";"Villaverla";"VICENZA";1,695;
"2009";"Zane'";"VICENZA";;
"2009";"Zermeghedo";"VICENZA";;
"2009";"Zovencedo";"VICENZA";59;
"2009";"Zugliano";"VICENZA";105;
"2009";"Agordo";"BELLUNO";5,638;
"2009";"Alano di Piave";"BELLUNO";2,577;
"2009";"Alleghe";"BELLUNO";33,776;
"2009";"Arsie'";"BELLUNO";5,420;
"2009";"Auronzo di Cadore";"BELLUNO";68,651;
"2009";"Belluno";"BELLUNO";33,648;
"2009";"Borca di Cadore";"BELLUNO";16,276;
"2009";"Calalzo di Cadore";"BELLUNO";8,389;
"2009";"Castellavazzo";"BELLUNO";;
"2009";"Cencenighe Agordino";"BELLUNO";947;
"2009";"Cesiomaggiore";"BELLUNO";4,682;
"2009";"Chies d'Alpago";"BELLUNO";1,163;
"2009";"Cibiana di Cadore";"BELLUNO";1,778;
"2009";"Colle Santa Lucia";"BELLUNO";2,134;
"2009";"Comelico Superiore";"BELLUNO";10,873;
"2009";"Cortina d'Ampezzo";"BELLUNO";208,543;
"2009";"Danta di Cadore";"BELLUNO";475;
"2009";"Domegge di Cadore";"BELLUNO";3,021;
"2009";"Falcade";"BELLUNO";47,613;
"2009";"Farra d'Alpago";"BELLUNO";11,065;
"2009";"Feltre";"BELLUNO";19,591;
"2009";"Fonzaso";"BELLUNO";1,574;
"2009";"Canale d'Agordo";"BELLUNO";9,106;
"2009";"Forno di Zoldo";"BELLUNO";6,793;
"2009";"Gosaldo";"BELLUNO";920;
"2009";"Lamon";"BELLUNO";5,321;
"2009";"La Valle Agordina";"BELLUNO";194;
"2009";"Lentiai";"BELLUNO";767;
"2009";"Limana";"BELLUNO";2,119;
"2009";"Livinallongo del Col di Lana";"BELLUNO";78,760;
"2009";"Longarone";"BELLUNO";4,430;
"2009";"Lorenzago di Cadore";"BELLUNO";1,842;
"2009";"Lozzo di Cadore";"BELLUNO";365;
"2009";"Mel";"BELLUNO";1,521;
"2009";"Pedavena";"BELLUNO";4,353;
"2009";"Perarolo di Cadore";"BELLUNO";77;
"2009";"Pieve d'Alpago";"BELLUNO";2,110;
"2009";"Pieve di Cadore";"BELLUNO";8,298;
"2009";"Ponte nelle Alpi";"BELLUNO";5,071;
"2009";"Puos d'Alpago";"BELLUNO";1,717;
"2009";"Quero";"BELLUNO";;
"2009";"Rivamonte Agordino";"BELLUNO";824;
"2009";"Rocca Pietore";"BELLUNO";41,526;
"2009";"San Gregorio nelle Alpi";"BELLUNO";1,993;
"2009";"San Nicolo' di Comelico";"BELLUNO";162;
"2009";"San Pietro di Cadore";"BELLUNO";1,216;
"2009";"Santa Giustina";"BELLUNO";3,995;
"2009";"San Tomaso Agordino";"BELLUNO";687;
"2009";"Santo Stefano di Cadore";"BELLUNO";6,868;
"2009";"San Vito di Cadore";"BELLUNO";27,261;
"2009";"Sappada";"BELLUNO";25,757;
"2009";"Sedico";"BELLUNO";1,923;
"2009";"Selva di Cadore";"BELLUNO";22,995;
"2009";"Seren del Grappa";"BELLUNO";2,677;
"2009";"Sospirolo";"BELLUNO";120;
"2009";"Sovramonte";"BELLUNO";4,059;
"2009";"Taibon Agordino";"BELLUNO";2,756;
"2009";"Tambre";"BELLUNO";15,542;
"2009";"Trichiana";"BELLUNO";861;
"2009";"Vallada Agordina";"BELLUNO";557;
"2009";"Valle di Cadore";"BELLUNO";2,172;
"2009";"Vas";"BELLUNO";327;
"2009";"Vigo di Cadore";"BELLUNO";5,311;
"2009";"Vodo Cadore";"BELLUNO";1,771;
"2009";"Voltago Agordino";"BELLUNO";2,207;
"2009";"Zoldo Alto";"BELLUNO";29,135;
"2009";"Zoppe' di Cadore";"BELLUNO";49;
"2009";"Altivole";"TREVISO";1,817;
"2009";"Asolo";"TREVISO";9,899;
"2009";"Borso del Grappa";"TREVISO";8,994;
"2009";"Breda di Piave";"TREVISO";2,535;
"2009";"Caerano di San Marco";"TREVISO";5,213;
"2009";"Cappella Maggiore";"TREVISO";;
"2009";"Carbonera";"TREVISO";138;
"2009";"Casale sul Sile";"TREVISO";5,894;
"2009";"Casier";"TREVISO";3,112;
"2009";"Castelcucco";"TREVISO";547;
"2009";"Castelfranco Veneto";"TREVISO";32,658;
"2009";"Castello di Godego";"TREVISO";503;
"2009";"Cavaso del Tomba";"TREVISO";2,184;
"2009";"Cessalto";"TREVISO";;
"2009";"Chiarano";"TREVISO";818;
"2009";"Cimadolmo";"TREVISO";;
"2009";"Cison di Valmarino";"TREVISO";9,731;
"2009";"Codogne'";"TREVISO";3,942;
"2009";"Colle Umberto";"TREVISO";;
"2009";"Conegliano";"TREVISO";31,927;
"2009";"Cordignano";"TREVISO";;
"2009";"Cornuda";"TREVISO";;
"2009";"Crespano del Grappa";"TREVISO";4,268;
"2009";"Crocetta del Montello";"TREVISO";1,277;
"2009";"Farra di Soligo";"TREVISO";3,440;
"2009";"Follina";"TREVISO";5,114;
"2009";"Fontanelle";"TREVISO";;
"2009";"Fonte";"TREVISO";213;
"2009";"Fregona";"TREVISO";892;
"2009";"Gaiarine";"TREVISO";;
"2009";"Giavera del Montello";"TREVISO";99;
"2009";"Godega di Sant'Urbano";"TREVISO";2,355;
"2009";"Gorgo al Monticano";"TREVISO";;
"2009";"Istrana";"TREVISO";2,929;
"2009";"Loria";"TREVISO";600;
"2009";"Mansue'";"TREVISO";53;
"2009";"Mareno di Piave";"TREVISO";713;
"2009";"Maser";"TREVISO";2,983;
"2009";"Maserada sul Piave";"TREVISO";1,811;
"2009";"Meduna di Livenza";"TREVISO";;
"2009";"Miane";"TREVISO";167;
"2009";"Mogliano Veneto";"TREVISO";56,373;
"2009";"Monastier di Treviso";"TREVISO";;
"2009";"Monfumo";"TREVISO";290;
"2009";"Montebelluna";"TREVISO";13,019;
"2009";"Morgano";"TREVISO";;
"2009";"Moriago della Battaglia";"TREVISO";;
"2009";"Motta di Livenza";"TREVISO";2,105;
"2009";"Nervesa della Battaglia";"TREVISO";1,306;
"2009";"Oderzo";"TREVISO";16,098;
"2009";"Ormelle";"TREVISO";;
"2009";"Orsago";"TREVISO";;
"2009";"Paderno del Grappa";"TREVISO";2,187;
"2009";"Paese";"TREVISO";5,710;
"2009";"Pederobba";"TREVISO";61;
"2009";"Pieve di Soligo";"TREVISO";8,102;
"2009";"Ponte di Piave";"TREVISO";8,195;
"2009";"Ponzano Veneto";"TREVISO";7,903;
"2009";"Portobuffole'";"TREVISO";4,427;
"2009";"Possagno";"TREVISO";332;
"2009";"Povegliano";"TREVISO";;
"2009";"Preganziol";"TREVISO";37,093;
"2009";"Quinto di Treviso";"TREVISO";16,230;
"2009";"Refrontolo";"TREVISO";248;
"2009";"Resana";"TREVISO";1,491;
"2009";"Revine Lago";"TREVISO";2,604;
"2009";"Riese Pio X";"TREVISO";;
"2009";"Roncade";"TREVISO";3,194;
"2009";"Salgareda";"TREVISO";2,775;
"2009";"San Biagio di Callalta";"TREVISO";2,400;
"2009";"San Fior";"TREVISO";;
"2009";"San Pietro di Feletto";"TREVISO";1,148;
"2009";"San Polo di Piave";"TREVISO";;
"2009";"Santa Lucia di Piave";"TREVISO";;
"2009";"San Vendemiano";"TREVISO";5,655;
"2009";"San Zenone degli Ezzelini";"TREVISO";1,626;
"2009";"Sarmede";"TREVISO";192;
"2009";"Sernaglia della Battaglia";"TREVISO";;
"2009";"Silea";"TREVISO";14,311;
"2009";"Spresiano";"TREVISO";10,469;
"2009";"Susegana";"TREVISO";7,704;
"2009";"Tarzo";"TREVISO";830;
"2009";"Trevignano";"TREVISO";414;
"2009";"Treviso";"TREVISO";101,974;
"2009";"Valdobbiadene";"TREVISO";11,593;
"2009";"Vazzola";"TREVISO";;
"2009";"Vedelago";"TREVISO";5,157;
"2009";"Vidor";"TREVISO";11;
"2009";"Villorba";"TREVISO";21,554;
"2009";"Vittorio Veneto";"TREVISO";12,483;
"2009";"Volpago del Montello";"TREVISO";1,273;
"2009";"Zero Branco";"TREVISO";703;
"2009";"Campagna Lupia";"VENEZIA";6,115;
"2009";"Camponogara";"VENEZIA";142;
"2009";"Caorle";"VENEZIA";602,078;
"2009";"Cavarzere";"VENEZIA";1,532;
"2009";"Ceggia";"VENEZIA";5;
"2009";"Chioggia";"VENEZIA";263,233;
"2009";"Cona";"VENEZIA";;
"2009";"Concordia Sagittaria";"VENEZIA";2,410;
"2009";"Dolo";"VENEZIA";10,494;
"2009";"Eraclea";"VENEZIA";65,373;
"2009";"Fiesso d'Artico";"VENEZIA";9,984;
"2009";"Fossalta di Piave";"VENEZIA";;
"2009";"Fossalta di Portogruaro";"VENEZIA";758;
"2009";"Fosso'";"VENEZIA";1,114;
"2009";"Gruaro";"VENEZIA";;
"2009";"Iesolo";"VENEZIA";1,075,977;
"2009";"Marcon";"VENEZIA";44,272;
"2009";"Martellago";"VENEZIA";1,259;
"2009";"Meolo";"VENEZIA";3,730;
"2009";"Mira";"VENEZIA";61,483;
"2009";"Mirano";"VENEZIA";37,636;
"2009";"Musile di Piave";"VENEZIA";528;
"2009";"Noale";"VENEZIA";13,473;
"2009";"Noventa di Piave";"VENEZIA";33,148;
"2009";"Pianiga";"VENEZIA";15,764;
"2009";"Portogruaro";"VENEZIA";15,243;
"2009";"Quarto d'Altino";"VENEZIA";65,084;
"2009";"Salzano";"VENEZIA";1,216;
"2009";"San Dona' di Piave";"VENEZIA";25,361;
"2009";"San Michele al Tagliamento";"VENEZIA";728,557;
"2009";"Santa Maria di Sala";"VENEZIA";2,466;
"2009";"Santo Stino di Livenza";"VENEZIA";3,933;
"2009";"Scorze'";"VENEZIA";6,818;
"2009";"Spinea";"VENEZIA";2,001;
"2009";"Stra";"VENEZIA";37,349;
"2009";"Teglio Veneto";"VENEZIA";;
"2009";"Torre di Mosto";"VENEZIA";59;
"2009";"Venezia";"VENEZIA";3,405,115;
"2009";"Vigonovo";"VENEZIA";181;
"2009";"Cavallino-Treporti";"VENEZIA";691,372;
"2009";"Abano Terme";"PADOVA";341,117;
"2009";"Albignasego";"PADOVA";5,084;
"2009";"Arqua' Petrarca";"PADOVA";1,321;
"2009";"Arzergrande";"PADOVA";;
"2009";"Baone";"PADOVA";209;
"2009";"Battaglia Terme";"PADOVA";1,126;
"2009";"Boara Pisani";"PADOVA";4,922;
"2009";"Borgoricco";"PADOVA";835;
"2009";"Bovolenta";"PADOVA";;
